TransactionID,CustomerName,Date,Time,Email,PhoneNumber,ProductName,Quantity,Price,TotalAmount,PaymentMethod,ShippingAddress,OrderStatus,CustomerFeedback,Region
T05247,Katherine Smith,2024-04-04,23:04:47,anthony25@cooper.biz,195.150.4158x5586,Gaming Mouse,3,296.68,4925.05,Credit Card,"023 Vega Shoal, New Austintown, MN 82619",Shipped,Arrived on time,South
T05248,Daryl Travis,2024-09-14,03:43:57,kimberlymurphy@hess.net,374-203-9966,Smartwatch,5,390.53,1299.95,Online,"USNV Ray, FPO AE 46695",Delivered,Great service,West Coast
T05249,Lauren Doyle,2024-03-20,09:48:38,erin68@hotmail.com,(738)638-3293,Smartphone,5,58.82,220.19,Credit Card,"15689 Felicia Overpass, North Matthew, WI 11509",Shipped,Arrived on time,North East
T05250,Jeremiah Cooper,2024-05-31,10:22:11,williamsmariah@gmail.com,921-847-4201,Headphones,5,143.6,3001.26,Online,"67900 Timothy Rapid Apt. 991, Karlview, OH 11815",Shipped,Great service,South East
T05251,Kristen Smith,2024-07-14,02:46:22,boydsara@paul-taylor.org,385.923.4172x664,Gaming Mouse,5,761.85,3371.57,Online,"1742 Banks Vista, Port Angela, WY 03717",Shipped,Great service,South East
T05252,Scott Taylor,2024-04-09,11:12:32,olove@collins.com,(283)030-0557x721,Gaming Mouse,5,986.55,1761.18,Online,"2093 Cindy Cliffs Suite 910, Robertfurt, MD 88450",Delivered,Satisfied,South East
T05253,Samantha Ellis,2024-11-16,15:28:58,paulrobinson@gmail.com,001-487-318-5337,Gaming Mouse,4,474.18,1855.8,Credit Card,"202 Brandt Turnpike, Lake Alexisburgh, KS 62095",Delivered,Great service,South East
T05254,Tara Bernard,2024-08-02,06:25:37,robbinsjeffrey@hotmail.com,858-992-8858,Smartphone,2,353.8,4360.54,Online,"945 Tyler Trace, North Nicoleborough, WI 39565",Delivered,N/A,North East
T05255,Samantha Smith,2024-10-15,16:59:44,matthew43@hotmail.com,(178)350-1627x31531,Smartwatch,3,720.77,1511.47,Cash,"249 Knight Lodge, North Gerald, DC 75834",Pending,N/A,South
T05256,Emily Williams,2024-11-05,23:24:30,martinezmarcus@davis-alvarez.net,+1-406-212-1727x8983,Laptop,3,326.9,1626.2,Online,"0968 Lori Summit Suite 306, Crystalville, FL 23530",Shipped,Satisfied,North West
T05257,Michael Boone,2024-04-06,20:30:37,nathanielfischer@landry.net,410.038.0547x683,Smartphone,5,854.99,761.57,Cash,"USNV Garza, FPO AA 88971",Shipped,N/A,North West
T05258,Steven Perez,2024-02-06,08:42:13,annajackson@yahoo.com,9685499064,Laptop,2,498.73,412.8,Online,"1704 Dawn Center, Port Ethan, AK 99887",Pending,Arrived on time,South East
T05259,Randy Schneider,2024-04-05,14:40:53,jenniferjackson@yahoo.com,(224)883-6659x275,Gaming Mouse,3,845.01,4827.19,Cash,"2521 Shannon Gateway Suite 475, Wagnerview, IA 20613",Shipped,Packaging was damaged,North East
T05260,Andrew Mcguire,2024-02-29,13:07:54,greenmark@edwards.com,+1-914-146-2592,Headphones,4,276.57,1887.35,Cash,"PSC 3833, Box 9711, APO AP 03842",Shipped,Arrived on time,North West
T05261,Michael Morrison,2024-09-21,08:26:23,suarezdonna@yahoo.com,(729)285-3081x3178,Gaming Mouse,5,834.66,1033.99,Online,"4655 Brian Squares Suite 940, North Kathleenshire, TX 51058",Pending,Packaging was damaged,West Coast
T05262,Brandy Weaver,2024-05-02,18:19:38,anthony71@white.com,456-434-0756x4541,Smartwatch,4,697.95,1158.56,Credit Card,"366 Mata Stream, Joelhaven, WV 13495",Delivered,Great service,West Coast
T05263,Jesse Reid,2024-02-13,04:15:55,jason84@bennett.net,+1-292-419-3205x888,Smartwatch,1,224.9,3137.76,Cash,"49243 Carr Freeway Suite 113, West Susan, NY 02163",Pending,Satisfied,South East
T05264,Brandi Nichols,2024-06-14,00:12:52,christinewilliams@singh.com,787.799.2188x738,Headphones,5,105.02,932.76,Credit Card,"58368 Lynn Estates, Williamsburgh, DE 94401",Shipped,Great service,North West
T05265,Ryan Peterson,2024-09-15,21:24:51,mason18@yahoo.com,444.480.6974x77900,Smartphone,4,465.94,3310.95,Credit Card,"742 Peterson Mill, Port Tina, ME 72840",Pending,Satisfied,North East
T05266,Haley Thompson,2024-11-17,23:40:17,jenniferknight@woodward-hall.com,(306)841-9393x7225,Smartphone,4,116.05,1553.67,Online,"840 Mitchell Groves, Hunterside, SD 33076",Shipped,Packaging was damaged,North East
T05267,Dominique Gibson,2024-05-11,00:37:11,bonnieedwards@gmail.com,(829)989-7002,Headphones,2,854.59,1448.54,Credit Card,"27802 Allen Mills Suite 919, North Cathy, NE 15822",Delivered,Packaging was damaged,South East
T05268,Manuel Bradshaw,2024-06-01,01:30:08,pachecochristopher@hotmail.com,001-464-485-4863x4533,Headphones,2,897.22,30.41,Cash,"623 Elizabeth Field Suite 059, South Catherineshire, NY 36629",Shipped,Packaging was damaged,West Coast
T05269,Kerry Thomas,2024-07-22,17:07:23,xkelly@miller.com,690-712-6412,Headphones,4,525.38,100.48,Credit Card,"3894 Rebecca Bypass Suite 092, Dylanstad, WV 87007",Delivered,Arrived on time,North West
T05270,Christopher Ellis,2024-06-22,08:38:27,carlafitzgerald@gmail.com,165.752.6862x840,Headphones,5,352.57,1029.49,Online,"9303 Cruz Islands, Youngview, CO 13424",Shipped,Packaging was damaged,North West
T05271,Daniel Jackson,2024-07-04,09:08:55,ysnyder@hotmail.com,152-126-0837,Smartphone,1,145.73,3807.82,Credit Card,"3900 Thomas Mountain Apt. 618, Smithton, CO 47660",Delivered,N/A,North East
T05272,David Vega,2024-01-08,00:36:12,weavervictoria@atkinson.net,001-487-060-7900,Headphones,2,656.78,952.66,Credit Card,"027 Diaz Ridge Suite 791, Lindaborough, CT 35938",Shipped,N/A,West Coast
T05273,Bryan Hoffman,2024-09-18,15:46:44,kimberlywoodward@yahoo.com,001-705-335-5146,Laptop,3,789.63,1183.88,Credit Card,"8607 Mills Cape Apt. 535, Christineburgh, IA 45227",Delivered,Great service,North East
T05274,Valerie Taylor,2024-02-28,04:24:09,pclay@jimenez.com,1616123310,Headphones,4,969.19,2287.43,Online,"PSC 1639, Box 0905, APO AP 08257",Pending,Arrived on time,West Coast
T05275,Cory Parrish,2024-07-28,14:03:09,fcampbell@yahoo.com,721.042.0184x54171,Laptop,4,295.21,2332.29,Online,"144 Bailey Ferry, Port Joshua, KS 47783",Shipped,Great service,South East
T05276,Amanda Carlson,2024-02-28,15:36:17,briana29@cohen.com,320-000-1010,Headphones,5,787.09,1948.81,Online,"32655 Schmidt Trail, Ricardoberg, GA 33107",Shipped,Satisfied,South
T05277,Timothy Diaz DDS,2024-01-02,10:35:19,elizabeth23@conner-harris.com,607.060.5083x795,Headphones,3,785.33,39.81,Online,"02160 Holmes Cove Apt. 299, Wheelerville, WY 50753",Pending,N/A,North West
T05278,Joe Braun,2024-11-20,09:17:29,joseph44@mccann.com,001-779-402-9834x1821,Smartwatch,3,99.09,394.77,Cash,"14297 Marquez Lane, South Alexandramouth, CT 23478",Pending,Satisfied,South East
T05279,Jessica Williams,2024-05-26,14:39:13,ogarrett@yahoo.com,001-968-267-0497x3445,Laptop,2,229.3,4828.73,Cash,"35529 Maria Shoals, Lake Randytown, NY 41628",Shipped,Satisfied,North West
T05280,Rachel Edwards,2024-10-27,20:09:12,aramsey@yahoo.com,(644)792-5206x685,Gaming Mouse,2,578.07,3098.62,Online,"94478 Kevin Villages, Michaelburgh, AL 37821",Shipped,N/A,North West
T05281,Mrs. Diana Robinson DDS,2024-03-16,23:33:58,kelliebernard@powers.com,(399)332-8541,Smartwatch,5,427.95,4887.62,Cash,"152 Joseph Fields Apt. 616, Lake Taylor, AK 34474",Pending,Great service,West Coast
T05282,Ryan Mckenzie,2024-06-30,09:57:43,ereynolds@hotmail.com,+1-173-235-3503,Laptop,4,406.86,955.18,Credit Card,"192 Johnson Spur, Lake Tina, NH 66517",Delivered,Packaging was damaged,South East
T05283,Destiny Snyder,2024-04-19,16:20:04,shelly29@gmail.com,(092)987-1053x97327,Smartwatch,4,930.57,2703.85,Online,"Unit 1593 Box 7775, DPO AA 43302",Pending,Great service,North West
T05284,Taylor Wilson,2024-03-21,00:19:05,wolfebrett@lane-murray.com,(128)861-5848x8217,Smartphone,2,138.02,4569.04,Online,"Unit 8520 Box 1576, DPO AE 18178",Delivered,Arrived on time,North West
T05285,Lori Alvarez,2024-02-10,19:28:33,christopherkemp@gmail.com,001-666-221-3314x5959,Laptop,1,383.94,4873.38,Online,"7413 Mendez Cliff Suite 540, Rogerberg, ND 06442",Pending,N/A,South East
T05286,Charles Macias,2024-10-15,03:12:57,schwartzjoshua@yahoo.com,302-972-4872x47301,Smartwatch,1,496.85,4961.05,Online,"Unit 6505 Box 2607, DPO AP 70912",Pending,Arrived on time,South
T05287,Jason Estrada,2024-02-25,10:03:21,martinezjennifer@yahoo.com,2441511261,Smartwatch,5,270.82,1106.08,Credit Card,"88724 Emily Park, Johnmouth, MT 26023",Delivered,Packaging was damaged,South East
T05288,Holly Tucker,2024-01-29,21:43:34,ocline@yahoo.com,158.415.5628,Gaming Mouse,3,938.48,1174.35,Online,"4123 Sophia Groves, Port Patricia, VT 88296",Shipped,Great service,North East
T05289,Darren Cohen,2024-02-21,06:50:47,smithjames@yahoo.com,841-126-6502x93851,Gaming Mouse,1,902.11,167.12,Cash,"47415 Kristin Pines, East Daniel, DE 65007",Delivered,Arrived on time,North East
T05290,Nicholas Ayers,2024-03-02,22:58:04,rmccarthy@hotmail.com,001-098-247-2702,Laptop,5,397.08,3690.23,Credit Card,"4493 Porter Gardens, South Dustinhaven, ND 41668",Shipped,N/A,South East
T05291,Erin Baker,2024-06-09,15:49:38,curtiscook@martin.com,001-070-878-1981x35349,Gaming Mouse,2,935.02,2796.69,Online,"76550 Oneill Road, New Daniel, MI 29403",Delivered,Great service,North West
T05292,Jonathan Floyd,2024-03-26,12:04:47,christina82@thompson-roberts.biz,919.996.3317,Headphones,2,361.16,3675.27,Credit Card,"856 Kathy Orchard Suite 923, Heidiburgh, MA 97539",Delivered,Satisfied,North East
T05293,Francisco Torres,2024-03-02,19:44:02,michellecastillo@sanchez-perkins.com,7129162367,Headphones,3,594.8,4640.88,Cash,"956 Jenna Ranch, New Scott, ID 33391",Shipped,Packaging was damaged,North East
T05294,Alexis Carter,2024-07-13,18:21:02,peterdonaldson@yahoo.com,+1-007-437-7745x40681,Gaming Mouse,2,193.99,2724.08,Online,"037 Simon Row Apt. 720, Port Alberttown, SC 31779",Pending,Satisfied,South East
T05295,Jack Martin,2024-08-04,04:28:03,woodardsara@yahoo.com,316-503-9268x6520,Headphones,5,920.17,2219.19,Cash,"72719 Ruben Cape, Spencerville, KS 09565",Pending,Satisfied,South East
T05296,Gabriela Murphy,2024-09-17,18:59:33,prios@hotmail.com,849-693-8584x34650,Laptop,1,408.02,870.37,Online,"PSC 9531, Box 5702, APO AE 57721",Pending,Great service,North West
T05297,Andrew Peters,2024-06-28,07:37:42,melvinlewis@duffy-davenport.net,+1-707-447-0273x555,Laptop,3,470.02,629.8,Credit Card,"8066 James Fort, North Stevenfurt, LA 68085",Pending,Satisfied,South
T05298,Michael Weiss,2024-02-03,14:30:41,rodrigueztammy@yahoo.com,151-133-6177,Headphones,4,999.21,3861.58,Credit Card,"4933 Gutierrez Dale Suite 214, South Jeffreytown, NE 24677",Shipped,N/A,South
T05299,Justin Washington,2024-08-24,07:18:30,mistylewis@guzman-espinoza.com,(317)110-6743x7508,Smartwatch,5,331.71,2950.48,Online,"65563 Melanie Landing Suite 415, Richardside, AK 97847",Shipped,N/A,North East
T05300,Heidi Martin,2024-01-23,02:07:37,valeriemason@peterson.com,(297)266-0300x8577,Smartwatch,2,623.05,1721.84,Cash,"8690 Patton Trail, Zunigachester, WV 16342",Delivered,Arrived on time,South East
T05301,April Reynolds,2024-02-14,08:40:15,yjackson@murray.info,0391221215,Gaming Mouse,5,479.67,357.14,Online,"Unit 6239 Box 6573, DPO AP 06558",Shipped,Great service,South East
T05302,Ronald Patel,2024-01-27,05:51:42,qcooper@blackwell.com,3662347991,Smartphone,1,984.54,2499.86,Cash,"9834 Julie Place, New Melissa, OH 53282",Pending,N/A,South East
T05303,Judy Cantu,2024-05-19,11:24:52,megan34@hotmail.com,+1-064-408-9401x13199,Smartphone,5,123.87,3353.33,Cash,"393 Ashlee Gateway, Judithborough, KS 67110",Pending,Great service,West Coast
T05304,Andrew Flores,2024-02-28,18:32:05,keith86@jackson.com,(869)747-1820,Smartphone,5,708.87,3461.27,Credit Card,"909 Christina Field Suite 324, Nguyenport, VA 93563",Shipped,Great service,North West
T05305,John Shelton,2024-05-07,23:50:14,sheltonjoseph@hotmail.com,901-054-9372x2876,Smartphone,4,802.38,4813.48,Online,"7000 Brittany Square, Lake Deborah, OH 14837",Shipped,Satisfied,South
T05306,David Mccarthy,2024-10-09,14:16:11,tcrane@gmail.com,001-740-881-3283,Smartwatch,1,135.96,691.88,Online,"70795 Curtis Cliff, Brownfurt, TN 35961",Delivered,N/A,North East
T05307,Samantha Fisher,2024-08-24,17:23:08,danielluna@gmail.com,+1-233-095-1423x31055,Smartphone,5,433.19,3654.82,Cash,"748 William Underpass Suite 309, Huffview, CA 52364",Shipped,Packaging was damaged,North West
T05308,Mr. Anthony Mcdonald Jr.,2024-09-02,03:54:31,richardstephanie@munoz.biz,900.729.8702x002,Smartphone,3,833.38,993.58,Online,"2189 Christopher Burg, South Sarahberg, AZ 90130",Shipped,N/A,South East
T05309,Ray Williams,2024-01-26,12:20:18,melissa61@yahoo.com,465.672.9493x701,Smartwatch,1,524.82,1033.31,Credit Card,"10722 Jason Wells Apt. 192, Gilbertshire, VA 70213",Delivered,Arrived on time,South
T05310,Kevin Murphy,2024-01-12,03:05:58,jeremiah08@gmail.com,(967)927-2541,Smartwatch,1,325.31,2955.32,Credit Card,"656 Arnold Junctions Apt. 816, Jamesstad, VT 13576",Shipped,N/A,South
T05311,Robert Edwards,2024-04-08,09:04:02,fitzgeraldkelli@rogers-smith.com,001-038-005-8824x065,Smartwatch,1,394.15,701.22,Online,"4331 Samantha Spurs, Lake Aaronhaven, SD 79077",Pending,Great service,North West
T05312,Felicia Hammond,2024-10-15,09:57:39,vparker@hotmail.com,3601030244,Laptop,2,211.23,3291.55,Online,"78201 Perkins Mission, Simmonsmouth, VT 52015",Pending,Great service,North West
T05313,Nicole Garcia,2024-02-24,01:07:31,inorris@walker.biz,+1-392-919-7876,Smartphone,4,454.03,1312.74,Online,"9040 Wallace Neck, Melissatown, IN 26776",Pending,Packaging was damaged,North East
T05314,Edward Deleon,2024-01-13,21:10:20,udavis@yahoo.com,650.939.6844x598,Smartwatch,1,184.45,1131.26,Online,"868 Thomas Extensions, West Samantha, KS 44638",Delivered,Arrived on time,South
T05315,Ariana Sandoval,2024-02-15,15:06:21,harringtonamber@gmail.com,(674)488-2466,Smartwatch,5,550.31,4877.07,Cash,"28822 Nathan Brooks, East Daniel, PA 41162",Shipped,Great service,North West
T05316,Stephanie Simmons,2024-01-13,14:34:18,vickierice@cohen-murphy.com,779.426.6791,Gaming Mouse,2,342.41,3398.37,Online,"Unit 1276 Box 6200, DPO AP 92793",Delivered,Packaging was damaged,North West
T05317,Christine Campos,2024-09-16,18:08:16,stephen01@yahoo.com,001-853-113-9059x78390,Smartphone,4,213.54,4838.19,Online,"PSC 2545, Box 1547, APO AE 68220",Pending,Arrived on time,North East
T05318,Kevin Simmons,2024-06-21,10:40:41,ginamoreno@santos.com,212.319.0078x502,Headphones,5,488.32,4654.45,Cash,"USNV Johnson, FPO AE 57624",Shipped,Great service,North West
T05319,Michael Williams,2024-08-19,13:27:28,samuel13@weber.com,582.038.0484x97190,Laptop,4,446.02,1239.67,Credit Card,"65237 Gary Meadows, Manningbury, OR 43541",Pending,Satisfied,South
T05320,Mike Garcia,2024-04-19,15:10:32,wigginsjenna@yahoo.com,(091)620-3223x2129,Laptop,5,434.04,686.65,Cash,"3470 Ashley Port Apt. 761, Port Tommy, NC 39825",Pending,Great service,North West
T05321,Cathy Stanley,2024-02-16,07:13:55,jean29@gmail.com,283.652.6638x143,Gaming Mouse,5,129.94,2241.87,Credit Card,"470 Austin Plain Suite 051, New April, OK 86986",Shipped,Satisfied,North East
T05322,Derek Hicks,2024-04-26,11:52:25,markcook@martin.biz,369.090.4358x97316,Smartwatch,4,127.46,3438.5,Credit Card,"0508 Joshua Parkways Apt. 537, Griffithburgh, NV 30345",Shipped,Packaging was damaged,West Coast
T05323,Michael Guzman,2024-02-14,12:16:02,jimfreeman@obrien.com,(421)320-3544x068,Smartwatch,5,571.55,4255.9,Cash,"432 Solis Land Apt. 398, New Jonathanmouth, NH 88025",Shipped,Great service,South East
T05324,Nicholas Stone,2024-02-08,22:07:07,cynthiamartin@johnson.com,+1-405-254-6960x055,Smartphone,1,271.72,1648.57,Cash,"4676 Lewis Land, Markshire, LA 94373",Shipped,Packaging was damaged,North West
T05325,Glenn Pierce,2024-10-25,21:28:10,anneochoa@ramsey-jackson.com,001-293-407-8194x7959,Laptop,4,529.14,4376.25,Cash,"073 Gordon Village Suite 320, New Marybury, KY 08199",Pending,Satisfied,North West
T05326,Gregory Mullen,2024-07-09,19:22:39,bradley79@thompson.net,001-954-440-9428x1316,Smartphone,1,982.73,2736.61,Online,"13861 King Ridges, East Rhondaport, PA 30536",Pending,N/A,North East
T05327,Matthew Robinson,2024-07-12,06:26:30,sarahcampbell@gmail.com,+1-520-237-3379x843,Smartphone,2,642.53,4490.78,Online,"08557 Hunt Drive, Smithmouth, OH 27459",Delivered,Satisfied,South East
T05328,Regina Baird,2024-02-07,11:36:06,ferrellsarah@hotmail.com,803.510.1382,Laptop,3,454.38,4392.66,Online,"787 Chandler Station Suite 249, Juanport, FL 85557",Delivered,N/A,South East
T05329,Patrick Briggs,2024-04-28,10:17:05,devin40@yahoo.com,0678456242,Laptop,5,770.86,301.2,Credit Card,"4636 Dana Club, Wallacemouth, ND 41031",Shipped,Satisfied,South East
T05330,David Strickland,2024-06-01,12:13:13,eduardo40@payne.com,997-094-4866x12140,Headphones,5,380.05,1286.05,Cash,"439 Kevin Neck Apt. 241, Moorehaven, MS 06043",Pending,N/A,North West
T05331,Ronnie Lin,2024-10-13,20:52:21,corey32@james-little.com,+1-442-503-8978x2040,Smartwatch,4,857.74,1971.66,Online,"8381 Klein Villages, South Erin, CA 77039",Shipped,Satisfied,North East
T05332,Katrina Oconnell,2024-01-01,09:43:05,kjames@yahoo.com,715.605.8954x0240,Gaming Mouse,5,967.95,320.85,Credit Card,"46334 Burns Glens Suite 307, Port Dalefurt, WY 70541",Delivered,Great service,South East
T05333,Benjamin Martinez,2024-01-23,10:35:49,perezemma@franklin-fox.info,(156)869-2720x387,Smartwatch,2,544.44,877.58,Credit Card,"11302 Foster Locks, Feliciafort, CO 49878",Pending,N/A,South
T05334,Kelly White,2024-07-12,18:28:21,ryancobb@woods.com,+1-685-555-9113x51990,Laptop,3,494.7,4171.34,Credit Card,"4100 Jennifer Forest Suite 629, Ellisfurt, NM 77459",Shipped,Satisfied,South
T05335,Theresa Nunez DVM,2024-07-31,04:40:28,tylermartin@stewart-ford.com,001-570-411-7050x59229,Smartphone,1,882.4,3411.45,Credit Card,"3111 Erica Green Apt. 800, South Brandon, CO 52784",Delivered,Satisfied,South East
T05336,Kristi Anderson,2024-10-25,11:52:37,ewong@smith-brown.info,(577)015-8982x98038,Smartphone,5,704.09,3309.04,Cash,"USS Chandler, FPO AP 87948",Delivered,Packaging was damaged,South East
T05337,Janet Love,2024-06-16,10:05:42,xparker@weber.info,695.577.5029x844,Smartphone,4,610.34,2537.86,Cash,"931 Lewis Union Apt. 217, Goodwintown, IA 99456",Shipped,Satisfied,North East
T05338,Chad Taylor,2024-01-09,21:58:02,castillokatherine@hotmail.com,+1-299-540-7170x851,Laptop,1,423.59,3828.99,Cash,"5442 Joshua Bridge, South Jamesside, NH 55220",Pending,Arrived on time,South East
T05339,Linda Payne,2024-01-28,12:06:52,mdunn@martin.org,3122294295,Smartphone,4,853.5,4831.46,Credit Card,"1601 Sims Run, East Brandonborough, FL 20003",Shipped,Satisfied,North East
T05340,Cindy Santana,2024-06-14,03:35:39,marymiller@rhodes.com,+1-221-923-5414x1155,Laptop,1,160.0,1185.29,Credit Card,"9598 Bonnie Track Suite 026, New Manuelbury, ID 80785",Shipped,Arrived on time,South East
T05341,Eric Buck,2024-10-15,23:46:00,jasminemitchell@hansen.com,+1-186-614-8849x7902,Gaming Mouse,2,230.8,1203.16,Cash,"014 Christopher Ford Suite 816, West Haileybury, ND 96288",Delivered,Great service,North West
T05342,Michael Sawyer,2024-07-16,10:39:38,michael55@schmidt-vargas.com,455.943.8629x03625,Gaming Mouse,4,381.07,3369.42,Credit Card,"9263 Timothy Forge, Robertsland, CT 80610",Delivered,Great service,South East
T05343,Patricia Gomez,2024-08-27,05:23:44,donnaedwards@harrison.com,460-959-4697,Smartphone,4,897.8,3100.31,Credit Card,"0097 Roberts Skyway, North Nicholas, WI 79814",Pending,Great service,South East
T05344,Tara Sanchez,2024-04-10,21:21:12,linda01@hawkins-hammond.info,+1-318-985-1265,Gaming Mouse,4,955.74,218.14,Credit Card,"570 Tony Crossroad Suite 478, South Lauraborough, TX 28953",Delivered,N/A,South
T05345,Kristin Smith,2024-09-06,16:55:26,gerald49@yahoo.com,981.713.3362x145,Headphones,4,538.92,484.3,Online,"40325 Thompson Wells Apt. 452, South Christopherland, OH 08344",Pending,N/A,South East
T05346,Jeremiah Williams,2024-01-05,23:32:57,joel43@yahoo.com,188.117.8161x14986,Gaming Mouse,4,239.06,2333.85,Cash,"34331 Richard Plain, Kaitlinshire, LA 95287",Pending,N/A,North West
T05347,Amanda Kennedy,2024-07-13,03:27:55,brenda20@berry-johnson.com,+1-266-071-5804x7770,Smartphone,3,471.29,2746.63,Cash,"70023 Kim Lodge, New Scott, MS 50625",Shipped,Great service,North East
T05348,Christine Vega,2024-08-21,17:42:25,charlesadams@gmail.com,406.081.9743x2346,Smartphone,5,109.39,1348.15,Cash,"122 Daniel Gardens, Johnsonborough, NE 81109",Shipped,Packaging was damaged,North West
T05349,Steve Anderson,2024-02-22,20:33:17,larsonhannah@gmail.com,(241)218-4539x3627,Smartwatch,3,76.1,1645.3,Cash,"5598 Steven Islands, Hurstfurt, AR 86279",Pending,Satisfied,North East
T05350,James Knight,2024-07-10,10:54:55,sean07@hotmail.com,+1-811-164-6555x4191,Smartwatch,2,687.85,2258.23,Credit Card,"31690 Butler Islands Suite 885, Roseland, IN 27242",Shipped,Packaging was damaged,North West
T05351,Brandon Collins,2024-10-03,14:00:29,patrickbarber@york-murphy.com,(814)542-5792x715,Smartphone,2,75.99,1524.12,Credit Card,"84822 Melissa Green, East Theresashire, PA 57650",Pending,Arrived on time,West Coast
T05352,Shelia Gordon,2024-08-21,18:37:28,gandersen@hayden.com,001-614-431-9695x6266,Smartphone,4,720.23,4251.36,Cash,"41544 Paula Forges, East Michellechester, NY 79890",Shipped,N/A,South East
T05353,Robert Arnold,2024-09-20,14:10:23,brandon71@morales.com,173-431-1383,Smartphone,2,326.74,1023.98,Credit Card,"174 Lisa Mills, Georgefurt, AL 73765",Delivered,Packaging was damaged,North West
T05354,Jim Price,2024-01-30,06:42:50,sandraochoa@gmail.com,300.436.2343x539,Laptop,4,667.93,3806.76,Credit Card,"9320 Webb Mountain, Karenfort, AZ 89193",Pending,N/A,West Coast
T05355,Melissa Huber,2024-10-19,17:08:23,heathtracey@bryan.org,+1-008-398-8182,Smartphone,1,739.71,2184.67,Credit Card,"841 Mark Manors, Port Danielton, CT 01970",Pending,Arrived on time,South East
T05356,Edwin Atkinson,2024-06-06,13:20:47,jesustrevino@hotmail.com,742.208.7263,Gaming Mouse,1,542.17,2243.78,Cash,"595 Davis Creek Suite 671, Port Briana, NE 00995",Shipped,Great service,West Coast
T05357,Kayla Williams,2024-07-22,02:50:51,rodriguezbrian@hotmail.com,001-572-349-3151x9947,Smartphone,3,519.7,2708.44,Online,"USCGC Carpenter, FPO AE 50114",Delivered,Packaging was damaged,North West
T05358,Terri Hicks,2024-04-25,22:19:43,billyking@thompson-greene.com,068.438.5464x193,Smartwatch,4,112.34,1053.14,Cash,"1168 Anderson Land, New Williamchester, OR 33750",Delivered,Arrived on time,North West
T05359,Barbara Campbell,2024-10-09,15:52:47,wmoreno@williams-ramirez.net,072-082-2284,Headphones,4,769.88,3203.48,Online,"2870 Payne Crossroad, Port Kathy, NV 36806",Shipped,Great service,South East
T05360,Sally Johnson,2024-05-27,12:59:25,morrisbrianna@friedman-woods.com,696.588.8724x6507,Smartwatch,4,647.26,1764.82,Cash,"866 Kevin Summit Suite 813, Williamtown, DE 84150",Pending,N/A,South East
T05361,Courtney Hernandez MD,2024-08-11,19:13:15,johnmcdaniel@hotmail.com,5330647999,Laptop,2,633.34,957.21,Cash,"1627 Wilson Grove, Mendezmouth, VT 55198",Shipped,Satisfied,South
T05362,Tiffany Tanner,2024-09-26,17:28:25,castillojohn@hotmail.com,+1-770-381-8336x704,Smartwatch,4,68.89,3716.21,Online,"93503 David Pike, Chapmanburgh, MD 09876",Delivered,Great service,South East
T05363,Crystal Reyes,2024-10-22,21:27:22,lisa76@jones.org,(260)779-7046,Headphones,5,403.6,4572.22,Credit Card,"3465 Teresa Ways Suite 312, New Ericton, HI 19495",Pending,Satisfied,South East
T05364,Michelle Sanders,2024-04-18,04:03:25,vfriedman@gmail.com,196.875.1744x6439,Smartphone,5,686.04,2076.91,Online,"5601 Andrew Rapid Suite 383, South Kimberlyfurt, ME 10319",Delivered,N/A,West Coast
T05365,Kevin Jimenez,2024-08-14,22:08:29,becky48@gmail.com,833-582-2782,Gaming Mouse,3,569.33,1607.15,Credit Card,"044 Jackson Route, New Dana, PA 47418",Shipped,Arrived on time,West Coast
T05366,Patricia Carter,2024-03-03,20:06:27,spencerjamie@hotmail.com,(022)873-2254,Smartphone,4,290.77,1944.58,Online,"811 Sanchez Gardens, Lake Jacqueline, CO 91766",Pending,Satisfied,South East
T05367,Mrs. Lisa Hartman MD,2024-05-12,06:20:55,tcamacho@hotmail.com,(224)451-0266,Gaming Mouse,2,857.74,3915.75,Cash,"90274 Sanchez Ville Suite 180, Lake Jameshaven, MN 93971",Delivered,Great service,West Coast
T05368,Darius Wright,2024-01-24,00:03:30,maria54@kent.com,(384)140-6434x38774,Gaming Mouse,5,811.75,4844.73,Cash,"08391 Steven Stream Apt. 282, Port Annatown, DC 92376",Shipped,Great service,North East
T05369,Marilyn Ross,2024-02-05,10:13:11,ray30@brooks.info,549-299-7176,Gaming Mouse,2,52.97,2483.46,Online,"44278 Williams Heights, New Thomasville, TN 48508",Delivered,Packaging was damaged,South East
T05370,Carrie White,2024-07-23,22:42:56,yalexander@williamson.net,001-258-544-7073x761,Laptop,1,100.17,1878.83,Cash,"3553 James Island, East Moniquemouth, WV 81673",Delivered,Arrived on time,South
T05371,Luke Griffith,2024-02-28,11:05:10,riverasara@allen-gutierrez.com,(729)456-2359,Smartphone,3,753.28,3284.6,Cash,"67759 Scott Meadows Apt. 610, South Dwayne, WA 12325",Pending,N/A,North West
T05372,Mrs. Maria Gregory,2024-01-16,04:32:36,chavezpatrick@hendrix-burke.org,(340)107-1977x103,Laptop,2,594.86,2988.35,Credit Card,"00142 Lisa Port Apt. 440, Lake Jose, IA 72021",Delivered,Satisfied,North East
T05373,Tonya Gates,2024-10-29,07:24:26,jallen@yahoo.com,499-977-4743x3870,Gaming Mouse,1,320.97,1140.54,Cash,"117 Emily Falls Suite 308, North William, LA 81102",Shipped,Arrived on time,West Coast
